Wo	O
endet	O
die	O
Verantwortlichkeit	O
des	O
Staates	O
?	O
Und	O
wo	O
die	O
der	O
Vereinten	ORGANIZATION
Nationen	ORGANIZATION
?	O
Gerade	O
hat	O
ein	O
Gericht	O
in	O
Den	LOCATION
Haag	LOCATION
über	O
eine	O
Klage	O
von	O
Hinterbliebenen	O
des	O
Massakers	O
von	O
Srebrenica	LOCATION
entschieden	O
.	O
Es	O
war	O
ein	O
ordentliches	O
niederländisches	O
-LRB-	O
Land	O
-	O
-RRB-	O
Gericht	O
,	O
keins	O
der	O
sonst	O
noch	O
in	O
der	O
Hauptstadt	O
vertretenen	O
internationalen	O
Gerichte	O
.	O
Und	O
die	O
Klage	O
richtete	O
sich	O
gegen	O
die	O
Vereinten	ORGANIZATION
Nationen	ORGANIZATION
-	O
und	O
sie	O
scheiterte	O
.	O
Der	O
Grund	O
ist	O
ein	O
klassischer	O
:	O
Staaten	O
,	O
und	O
eben	O
auch	O
die	O
Vereinten	ORGANIZATION
Nationen	ORGANIZATION
,	O
genießen	O
Immunität	O
.	O
Nach	O
Auffassung	O
der	O
bosnischen	O
Klägerinnen	O
haften	O
der	O
niederländische	O
Staat	O
und	O
die	O
Vereinten	ORGANIZATION
Nationen	ORGANIZATION
für	O
den	O
Massenmord	O
.	O
Ihrer	O
Auffassung	O
nach	O
hatten	O
niederländische	O
UN-Blauhelme	O
die	O
muslimische	O
Bevölkerung	O
nicht	O
ausreichend	O
gegen	O
serbische	O
Truppen	O
geschützt	O
.	O
Srebrenica	LOCATION
stand	O
während	O
des	O
Bosnien-Krieges	O
unter	O
dem	O
Schutz	O
einer	O
niederländischen	O
Einheit	O
.	O
Serbische	O
Truppen	O
ermordeten	O
etwa	O
8000	O
Männer	O
und	O
Jungen	O
.	O
Anzeige	O
Doch	O
nach	O
Ansicht	O
der	O
niederländischen	O
Richter	O
sind	O
die	O
UN	ORGANIZATION
unantastbar	O
.	O
Das	O
garantiere	O
gerade	O
ihre	O
Unabhängigkeit	O
.	O
Über	O
die	O
Klage	O
gegen	O
den	O
niederländischen	O
Staat	O
ist	O
noch	O
nicht	O
entschieden	O
.	O
Der	O
Anwalt	O
der	O
Kläger	O
will	O
notfalls	O
bis	O
zum	O
Europäischen	ORGANIZATION
Gerichtshof	ORGANIZATION
für	ORGANIZATION
Menschenrechte	ORGANIZATION
in	O
Straßburg	LOCATION
gehen	O
.	O
Schwere	O
internationale	O
Verbrechen	O
dürfen	O
nicht	O
straflos	O
bleiben	O
Tatsächlich	O
stellt	O
sich	O
die	O
Frage	O
,	O
wer	O
haftet	O
,	O
wenn	O
staatliche	O
Organe	O
-	O
womöglich	O
im	O
internationalen	O
Rahmen	O
-	O
schwere	O
Menschenrechtsverletzungen	O
,	O
völkermordartige	O
Verbrechen	O
begehen	O
.	O
Diese	O
Frage	O
stellt	O
sich	O
nicht	O
nur	O
in	O
Bezug	O
auf	O
Srebrenica	LOCATION
-	O
hier	O
hat	O
das	O
Haager	ORGANIZATION
UN-Kriegsverbrechertribunal	ORGANIZATION
für	O
das	O
ehemalige	O
Jugoslawien	LOCATION
und	O
auch	O
der	O
Internationale	ORGANIZATION
Gerichtshof	ORGANIZATION
von	O
einem	O
Völkermord	O
gesprochen	O
-	O
,	O
sondern	O
auch	O
für	O
Verbrechen	O
in	O
der	O
Vergangenheit	O
.	O
Im	O
Auswärtigen	O
Amt	O
in	O
Berlin	LOCATION
zerbricht	O
man	O
sich	O
zurzeit	O
den	O
Kopf	O
darüber	O
,	O
wie	O
Deutschland	LOCATION
mit	O
der	O
erfolgreichen	O
Klage	O
griechischer	O
Besatzungsopfer	O
in	O
Italien	LOCATION
umgehen	O
soll	O
.	O
Sollte	O
man	O
vor	O
den	O
Internationalen	ORGANIZATION
Gerichtshof	ORGANIZATION
ziehen	O
-	O
oder	O
mit	O
Italien	LOCATION
eine	O
Einigung	O
treffen	O
?	O
Klar	O
ist	O
,	O
dass	O
heute	O
jedenfalls	O
schwere	O
internationale	O
Verbrechen	O
nicht	O
straflos	O
bleiben	O
können	O
,	O
das	O
zeigt	O
schon	O
die	O
Gründung	O
des	O
Internationalen	ORGANIZATION
Strafgerichtshofs	ORGANIZATION
.	O
Für	O
die	O
Vergangenheit	O
,	O
als	O
der	O
Menschenrechtsschutz	O
nur	O
in	O
Ansätzen	O
ausgeprägt	O
war	O
,	O
kann	O
man	O
das	O
dagegen	O
nicht	O
sagen	O
.	O
Was	O
ist	O
den	O
Vereinten	ORGANIZATION
Nationen	ORGANIZATION
zurechenbar	O
?	O
Und	O
was	O
bedeutet	O
das	O
für	O
die	O
Haftung	O
für	O
den	O
Völkermord	O
von	O
Srebrenica	LOCATION
?	O
Die	LOCATION
Niederlande	LOCATION
genießen	O
vor	O
ihren	O
eigenen	O
Gerichten	O
keine	O
Immunität	O
;	O
dieses	O
Verfahren	O
läuft	O
noch	O
.	O
Sollten	O
Handlungen	O
von	O
UN-Soldaten	O
dagegen	O
gar	O
nicht	O
gerichtlich	O
überprüfbar	O
sein	O
?	O
Helmut	PERSON
Aust	PERSON
von	O
der	O
Universität	ORGANIZATION
München	ORGANIZATION
warnte	O
am	O
Wochenende	O
auf	O
einer	O
vom	O
Berliner	O
Völkerrechtler	O
Georg	PERSON
Nolte	PERSON
veranstalteten	O
Tagung	O
aus	O
Anlass	O
des	O
sechzigjährigen	O
Bestehens	O
der	O
International	ORGANIZATION
Law	ORGANIZATION
Commission	ORGANIZATION
davor	O
,	O
dass	O
Verantwortlichkeit	O
zwischen	O
den	O
verschiedenen	O
Ebenen	O
verlorengehe	O
``	O
.	O
Diese	O
Gefahr	O
besteht	O
tatsächlich	O
,	O
wenn	O
man	O
insbesondere	O
auch	O
auf	O
die	O
Rechtsprechung	O
des	O
Europäischen	ORGANIZATION
Gerichtshofs	ORGANIZATION
für	ORGANIZATION
